clade_name	NCBI_tax_id	A01_02_1FE	A02_01_1FE	A03_01_1FE	A04_01_1FE	A04_04_1FE	A05_01_1FE	A06_01_1FE	A07_01_1FE	A08_01_1FE	A09_01_1FE	A09_02_1FE	A10_01_1FE	A10_02_1FE	A11_01_1FE	A13_01_1FE	A13_03_1FE	A14_01_1FE	A15_02_1FE	A19_01_1FE	A19_03_1FE	A20_01_1FE	A20_03_1FE	A22_01_1FE	A23_01_1FE	A24_02_1FE	A24_04_1FE	A25_01_1FE	A27_02_1FE	A28_02_1FE	A29_01_1FE	A32_01_1FE	A34_01_1FE	A34_02_1FE	A35_01_1FE	A36_01_1FE	A36_02_1FE	A39_01_1FE	A39_02_1FE	A39_04_1FE	A40_02_1FE	A41_01_1FE	A42_02_1FE	A43_02_1FE	A44_01_1FE	A45_02_1FE	A46_01_1FE	A46_02_1FE	A47_01_1FE	A47_02_1FE	A48_01_1FE	A48_05_1FE	A49_01_1FE	A53_01_1FE	A54_02_1FE	A55_01_1FE	A55_02_1FE	A56_01_1FE	A58_01_1FE	A58_03_1FE	A59_01_1FE	A62_01_1FE	A62_03_1FE	A66_02_1FE	A67_01_1FE	A68_01_1FE	A69_01_1FE	A69_02_1FE	A70_01_1FE	A70_03_1FE	A72_01_1FE	A72_02_1FE	A73_01_1FE	A73_02_1FE	A75_02_1FE	A79_02_1FE	A81_01_1FE	A81_03_1FE	A82_02_1FE	A83_02_1FE	A85_01_1FE	A88_02_1FE	A89_01_1FE	A89_02_1FE	A90_03_1FE	A90_04_1FE	A91_01_1FE	A91_02_1FE	A92_01_1FE	A93_01_1FE	A94_01_1FE	A94_02_1FE	A94_03_1FE	A95_01_1FE	V01_01_1FE	V06_02_1FE	V07_01_2FE	V07_02_2FE	V12_01_2FE	V18_02_1FE	V19_01_2FE	V19_02_2FE	V30_01_1FE	V31_01_2FE	V32_02_2FE	V36_02_2FE	V40_01_1FE	V48_03_2FE	V50_01_1FE	V50_01_2FE	V50_02_1FE	V53_02_1FE	V54_01_1FE
s__Bilophila_wadsworthia	0	0.03059	0.0	0.0	0.02438	0.14651	0.0	0.0	0.03938	0.0	0.0	0.0	0.01649	0.09207	0.0	0.0	0.0	0.04426	0.0	0.0	0.0	0.00333	0.0	0.0	0.0	0.0	0.0	0.0	0.03628	0.03121	0.20963	0.0	0.01886	0.12487	0.0	0.0	0.0	0.19334	0.00308	0.0	0.01766	0.05352	0.0	0.0	0.0	0.0	0.0	0.06615	0.0	0.0	0.0	0.19505	0.0	0.0	0.08673	0.0	0.0	0.00104	0.0	0.0	0.01172	0.03405	0.0	0.0	0.05301	0.0	0.0	0.0	0.01682	0.0	0.01162	0.03432	0.0	0.0	0.00976	0.00814	0.09488	0.0	0.62247	0.04914	0.0	0.0307	0.0652	0.0	0.03056	0.0	0.0	0.0	0.3822	0.0	0.0119	0.00305	0.0	0.0	0.0	0.04286	0.0	0.0	0.0	0.0	0.0	0.0	0.00119	0.07108	0.0	0.13466	0.0	0.0	0.0	0.0	0.0	0.0	0.00285
s__Bacteroides_ovatus	0	0.02979	0.0	0.0	0.0	0.0	0.0	0.0	0.94068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.57612	0.0	0.0	0.0	0.00785	0.0	0.0	0.0	0.19246	0.00768	0.04592	0.00529	0.57945	0.00198	0.03792	0.0	0.0	0.03872	0.0	0.0	0.0	0.0	0.0	0.04719	0.0	0.13643	0.0	0.0	0.03087	0.0	0.0	0.0	0.0	0.10989	0.0	0.0	0.0	0.01981	0.01071	0.0	2.05643	0.05923	0.0	0.0	0.0	0.0	0.2098	0.0	0.10008	0.02801	0.02532	0.04097	0.70312	0.0	0.0	0.0	0.03506	0.0	0.01059	0.0	0.0	0.02325	0.0	0.0	0.17081	0.0	0.03773	0.0	0.0	1.20461	0.0	0.0	0.0	0.71093	0.00647	0.00121	0.0	0.10185	0.0	0.16778	0.01199	0.651	0.34129	0.0	0.00545	0.0499	0.0	0.0	0.00125	0.0	0.0	0.0	0.00399	0.02644	0.12169
s__Slackia_isoflavoniconvertens	0	0.02943	0.07264	0.69746	0.21514	0.06094	0.92873	0.0	0.14072	0.08793	0.54592	0.0525	0.11705	0.25512	0.04723	0.39993	0.08601	0.37647	0.0	0.93152	0.56418	0.02715	0.0	0.03182	4.3686	0.33296	0.0	0.0	0.58116	0.69068	0.0378	1.68721	0.18022	6.70755	0.08792	1.86651	0.35728	0.43279	0.04881	0.03822	0.33494	0.0	0.34165	0.00318	1.07279	0.04977	0.34746	0.24532	0.29864	0.04609	0.86099	0.13281	0.01465	0.0629	2.3941	0.0	0.01238	0.192	0.0	0.0	0.94061	0.66923	0.0547	0.54489	0.0	0.56642	0.24323	0.0021	0.09036	0.53387	0.0	0.24175	0.15565	0.09667	0.00571	0.96897	0.81973	0.06007	8.18126	7.76944	0.45644	0.13688	0.6861	0.0205	0.43009	0.01638	0.26467	0.10138	3.44429	1.55493	0.04671	0.92382	0.0266	0.30099	0.24695	2.44832	0.02572	0.0203	0.02104	1.34375	0.34522	1.53636	1.09999	0.46539	0.64981	0.00268	0.34877	3.10159	0.0	0.27012	0.18089	0.09996	0.12869
s__Roseburia_hominis	0	0.02756	0.0	0.0	0.08697	0.0	0.0	0.0	0.24299	0.00503	0.08402	0.01916	0.07243	0.20705	0.0	1.82359	0.01323	0.0	1.00383	0.0	0.0	0.0	0.28208	0.27274	0.3368	0.03142	0.02883	0.05727	1.97659	0.06413	0.0	0.03979	0.09006	0.74368	0.0	0.01208	0.0	0.05259	0.18758	0.0054	6.71592	0.0	0.0	0.02002	0.0	0.0	0.60899	3.1519	0.0	0.64304	0.0	0.27793	0.00209	4.39025	0.28785	0.0912	0.01061	7.13827	0.04116	0.0	0.01063	0.04635	0.01535	0.04612	0.0	0.01148	0.0	0.48402	0.30896	0.17438	0.0	0.16099	0.32408	0.08813	2.02516	0.08959	1.80295	0.29949	0.0	0.10085	0.0026	0.0037	0.04743	3.03706	0.0	0.30189	0.0	0.0	0.07712	0.01201	0.45613	0.14894	0.18365	0.19406	0.00484	1.11642	0.06855	0.15635	0.08047	0.02925	0.00214	4.33121	0.14651	0.02182	1.47358	1.1732	0.23397	0.63169	0.2463	0.28416	0.0	0.1022	0.06364
s__Actinomyces_sp_ICM47	0	0.02643	0.0	0.0	0.01489	0.00144	0.0	0.0	0.0148	0.0	0.0	0.0	0.0	0.0	0.04995	0.08528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06531	0.01763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0149	0.0	0.10155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00982	0.0	0.0	0.03242	0.0	0.00139	0.0	0.00237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00123	0.0	0.00541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02892	0.0	0.0	0.0	0.01923	0.00592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00954	0.0	0.0	0.00043	0.03205	0.0	0.0	0.0	0.0	0.0082
s__Blautia_wexlerae	0	0.02625	0.0	0.14247	0.28	0.29968	0.0	0.0	0.05053	0.08752	0.0253	0.01006	0.28516	1.18376	0.25503	0.26272	0.02677	0.14192	0.00164	0.07228	0.01815	0.07016	0.09918	0.0	0.11875	0.06781	0.09386	0.05345	0.44844	0.08553	3.67224	0.12601	0.08101	0.02661	0.0	0.23921	0.17354	0.06648	0.00263	0.0	0.40194	0.16375	0.37667	0.00634	0.16591	0.04408	0.0224	0.05154	0.5843	0.00677	0.39814	0.01803	0.0	0.02219	0.38942	0.0	0.14024	0.21891	0.49393	0.0	0.0	0.14385	0.0	0.0	0.10483	0.00249	0.15916	0.09989	0.01643	0.11667	0.06469	0.10114	0.05984	0.34186	0.01257	0.00241	1.07628	0.03428	0.0	0.07949	0.01977	0.0	0.15928	0.00394	0.65633	0.00643	0.17258	0.23409	0.00697	0.12741	0.0	0.17158	0.0	0.30686	0.00442	0.07762	0.0	0.0	0.0	0.02376	0.42292	0.10342	0.02844	0.01725	0.0	0.00868	0.01564	0.10858	0.0	1.44294	0.11111	0.04616	0.27421
s__Victivallis_vadensis	0	0.02382	0.0	0.0	0.0	0.0	0.0	0.0	0.02195	0.6887	0.0	0.0	0.0	3.19737	0.0	0.0	0.00063	0.1671	0.0	7.27031	0.0	0.01287	0.0	0.0	3.14684	0.00871	0.0	0.0	0.00395	6.60795	0.0	0.0	0.0	0.13636	0.0	0.0	0.0	0.82269	0.16733	0.00764	0.44128	0.0	0.0	0.62839	0.0	0.0	0.0	0.08751	0.0	0.23085	0.0	0.31207	0.0	0.0	0.0	0.0	0.02772	0.01318	0.0	0.0	0.0	0.15308	0.0	0.0	0.0	0.10994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14653	0.04285	9.75461	0.786	0.201	1.11272	0.10214	0.0	0.00479	0.78556	0.06432	0.0	0.00305	0.03063	0.0	0.23923	0.0	0.0	0.0	0.15002	0.01177	0.59981	0.37805	0.0	0.2539	0.0	0.60427	0.0	0.16138	0.32154	0.0	0.07586	0.04332	0.13003	0.0	0.02851	0.0	0.00572	0.0	0.0
s__Eubacterium_sulci	0	0.02368	0.0	0.0	0.23516	0.00289	0.0	0.0	0.05306	0.0	0.0	0.0	0.0	0.0	0.30376	0.10252	0.00514	0.0	0.0	0.42133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41721	0.12412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00373	0.0	0.0	0.0	0.0	0.05693	0.0	0.17521	0.0	0.0	0.00107	0.0	0.0	0.0	0.0	0.15412	0.00618	0.02721	0.0	0.0	0.09745	0.01597	0.0	0.02519	0.04614	0.0	0.44229	0.02636	0.0	0.0	0.0	0.0	0.12001	0.0	0.01033	0.0	0.02399	0.0	0.0	0.0	0.03122	0.0	0.0047	0.0	0.0	0.01013	0.0	0.0	0.0	0.05043	0.40276	0.0	0.0	0.0	0.46464	0.02065	0.0	0.0	0.0	0.0	0.01886	0.0	0.0	0.00869	0.07823	0.0	0.0	0.02273	0.07188	0.0	0.0	0.0	0.0	0.0
s__Gordonibacter_pamelaeae	0	0.02355	0.0	0.0	0.0	0.0	0.0	0.0	0.00418	0.0	0.0	0.0002	0.0	0.0	0.00465	0.00827	0.0	0.00065	0.0	0.01278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02456	0.06008	0.0	0.0	0.02194	0.0	0.00553	0.0	0.01412	0.0	0.0	0.00318	0.0	0.0	0.0	0.00467	0.0	0.02006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01853	0.11632	0.0	0.00135	0.03238	0.00362	0.00204	0.0	0.00194	0.34715	0.01046	0.14949	0.0	0.0	0.0	0.0	0.0	0.0	0.0014	0.02496	0.05386	0.00215	0.0	0.03044	0.00842	0.0	0.00167	0.0036	0.0	0.00389	0.01422	0.0	0.0	0.02154	0.01379	0.0	0.0	0.0	0.03082	0.00379	0.0	0.0	0.0	0.0	0.00909	0.0	0.0	0.0076	0.00069	0.0	0.0	0.00216	0.00793	0.0	0.0	0.0	0.00205	0.0
s__Erysipelatoclostridium_ramosum	0	0.02212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75835	0.0	0.0	0.0	0.01433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017	0.0
s__Enorma_massiliensis	0	0.01904	0.0	0.01206	0.00456	0.0019	0.0	0.0	0.01711	0.00897	0.00539	0.01521	0.0	0.0	0.04148	0.08717	0.00571	0.01474	0.0	0.01025	0.0	0.0	0.0	0.0	0.00934	0.00095	0.0	0.0	0.00205	0.06545	0.04726	0.00244	0.0	0.02966	0.0	0.00834	0.0	0.01562	0.0	0.0066	0.00477	0.0	0.02718	0.0	0.05649	0.0	0.0	0.0	0.0	0.0006	0.0	0.0	0.00286	0.00057	0.00308	0.0	0.0229	0.01233	0.0	0.16779	0.01404	0.00115	0.01457	0.01902	0.0	0.01567	0.00329	0.00316	0.0	0.01114	0.0	0.0	0.00366	0.0054	0.01197	0.08383	0.00364	0.0	0.0	0.05859	0.01478	0.01498	0.00248	0.0	0.00464	0.01202	0.01541	0.0	0.05801	0.08781	0.0	0.00256	0.00106	0.01206	0.0075	0.00651	0.0	0.0	0.0	0.02768	0.00085	0.0143	0.0242	0.00751	0.01037	0.0	0.01124	0.07284	0.0	0.0	0.0028	0.01731	0.00823
s__Prevotella_disiens	0	0.01796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Ruminococcus_gnavus	0	0.01566	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.18508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02368	0.03595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08968	0.0	0.0	0.0	0.0	0.0	0.0	0.14963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00104	0.0	0.0	0.0	0.0	0.0	0.31151	0.0	0.00764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Butyrivibrio_sp_CAG_318	0	0.01442	0.13682	0.0	0.0	0.0	0.0	0.0	0.0	1.15232	0.0	0.03101	0.11972	0.0	0.0	0.00377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.6346	0.20269	0.0	0.02101	0.0	0.35532	0.0	0.30822	0.0	0.0	0.0	1.88578	0.0	1.40019	0.17357	0.0	0.0	0.37872	0.0	1.33463	0.0	0.60411	0.0179	0.0	0.0	0.45088	0.0	0.16027	0.0	1.04931	0.0	0.0	0.0	0.01369	0.0	0.0	0.05538	0.04727	0.0	0.0	2.37454	0.0	0.0	0.0	0.08651	1.18367	7.30989	0.0	1.36953	0.0	0.15243	0.0	0.0	0.0	0.0	0.46894	0.0	0.08397	0.14771	0.0	0.0	0.00191	0.0	0.0	0.10354	0.42152	0.0	0.03236	0.82231	0.33958	0.0	0.0	0.03746	1.33499	0.0	0.0	0.0	0.09021	0.26005	0.0	0.13983	0.0	0.01115	0.0	0.0	0.0	0.0	0.0	0.0
s__Cutibacterium_acnes	0	0.01313	0.0	0.0	0.05952	0.13716	0.0	0.0	0.0	0.0	0.04856	0.00276	0.0	0.21715	0.0146	0.00054	0.01196	0.03663	0.0	0.06279	0.0	0.0931	0.00845	0.0	0.15909	0.0	0.0	0.00403	0.14173	0.02768	0.0	0.05095	0.02067	0.14117	0.0	0.03025	0.06365	0.06556	0.06329	0.03971	0.01484	0.01268	0.23025	0.20938	0.00355	0.02427	0.07159	0.0	0.26001	0.00022	0.0	0.0634	0.0	0.0	0.09105	0.0	0.03438	0.03638	0.00675	0.0	0.03008	0.0	0.0	0.00234	0.0	0.01075	0.02834	0.02901	0.0	0.00571	0.0	0.00254	0.0	0.00288	0.00626	0.18318	0.01692	0.0	0.45815	0.01826	0.00591	0.02261	0.07156	0.03521	0.00489	0.02919	0.13297	0.0122	0.10641	0.00691	0.01709	0.0	0.01546	0.09944	0.01093	0.0	0.0	0.00982	0.00151	0.1191	0.01149	0.0	0.0269	0.00403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00854	0.01675
s__Bacteroides_thetaiotaomicron	0	0.01311	0.0	0.0	0.0	0.0031	0.0	0.0	0.01829	0.04112	0.0	0.0	0.0	0.0	0.0	0.04699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00857	0.0	0.05792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06818	0.00199	0.0	0.0	0.0	0.18665	0.0	0.0	0.0	0.0	0.03179	0.0	0.0	0.0	14.64118	0.1214	0.0	3.52354	0.30155	0.0	0.0	0.0	0.0	0.20335	0.0	0.17378	0.05652	0.0	0.0238	0.0836	0.0	0.0	0.0	0.01393	0.0	0.0	0.07749	0.0	0.0	0.0	0.0	0.08314	0.0	0.0359	0.0	0.05097	0.43969	0.0	0.0	0.00204	0.00722	0.12351	0.00054	0.0	0.0	0.0	0.0	0.0	0.0	0.79768	0.0	0.0	0.00712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00145	0.00991
s__Enterobacter_mori	0	0.00963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25546	0.0	0.0	0.0	0.0	0.0	0.0	0.55018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01692	0.0	0.0	0.0	0.0	0.00483	0.0	0.0	0.0	0.00097	0.0	0.0	0.0	0.0	0.0	0.00297	0.0	0.0	0.0	0.0	0.0	0.1533	0.0	0.0	0.04179	0.0	0.00128	0.0
s__Bacteroides_xylanisolvens	0	0.00926	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01566	0.10059	0.00303	0.0	0.53334	0.0	0.0	0.0	0.02488	0.0	0.0033	0.03353	0.0	0.0	0.0	0.0	0.07187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00724	0.00864	0.0	0.0	0.0	0.01648	0.0	0.04771	0.0	0.0485	0.05783	0.02088	0.0	0.0214	0.0	0.0	0.0	0.0	0.0	0.0	0.01576	0.0	0.0
